episode_id,dyad,host_gender,guest_gender,host_word_count,guest_word_count,total_words,host_speaking_share,guest_speaking_share,dominance_ratio,host_hedge_count,guest_hedge_count,host_hedge_per_1k,guest_hedge_per_1k,host_booster_count,guest_booster_count,host_booster_per_1k,guest_booster_per_1k,host_polite_count,guest_polite_count,host_polite_per_1k,guest_polite_per_1k,host_directive_count,guest_directive_count,host_directive_per_1k,guest_directive_per_1k,hedge_asymmetry,booster_asymmetry,polite_asymmetry,directive_asymmetry
ep_100_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,3317,8796,12113,0.2738380252621151,0.7261619747378849,0.3771032287403365,31,80,9.345794392523365,9.095043201455209,3,8,0.9044317154054868,0.9095043201455206,14,6,4.220681338558939,0.6821282401091405,7,10,2.110340669279469,1.1368804001819008,0.25075119106815613,-0.005072604740033793,3.5385530984497984,0.9734602690975682
ep_154_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,2284,19398,21682,0.1053408357162623,0.8946591642837377,0.1177440973296216,3,25,1.3134851138353765,1.2887926590370142,0,14,0.0,0.7217238890607279,4,0,1.7513134851138354,0.0,0,15,0.0,0.7732755954222085,0.02469245479836224,-0.7217238890607279,1.7513134851138354,-0.7732755954222085
ep_048_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,2876,15776,18652,0.1541925798841947,0.8458074201158052,0.1823022312373225,8,15,2.7816411682892905,0.9508113590263692,1,1,0.3477051460361613,0.0633874239350912,9,2,3.129346314325452,0.1267748478701825,2,2,0.6954102920723226,0.1267748478701825,1.8308298092629214,0.2843177221010701,3.002571466455269,0.5686354442021402
ep_327_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1402,5088,6490,0.2160246533127889,0.7839753466872111,0.2755503144654088,4,71,2.8530670470756063,13.95440251572327,5,7,3.566333808844508,1.3757861635220126,0,3,0.0,0.5896226415094339,1,14,0.7132667617689016,2.751572327044025,-11.101335468647664,2.1905476453224955,-0.5896226415094339,-2.0383055652751234
ep_335_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,2281,6370,8651,0.2636689400069356,0.7363310599930644,0.3580847723704866,19,136,8.329679964927664,21.35007849293564,3,5,1.31521262604121,0.7849293563579278,7,8,3.068829460762823,1.2558869701726845,4,30,1.7536168347216134,4.709576138147567,-13.020398528007977,0.5302832696832822,1.8129424905901386,-2.9559593034259537
ep_344_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1663,5920,7583,0.219306343135962,0.780693656864038,0.2809121621621621,5,42,3.006614552014432,7.094594594594595,1,7,0.6013229104028863,1.1824324324324325,6,1,3.6079374624173184,0.1689189189189189,0,0,0.0,0.0,-4.087980042580163,-0.5811095220295461,3.4390185434983995,0.0
ep_138_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,2386,9467,11853,0.20129924913524,0.79870075086476,0.2520333791063694,8,25,3.352891869237217,2.6407520861941483,4,12,1.6764459346186085,1.267561001373191,2,3,0.8382229673093042,0.3168902503432977,8,19,3.352891869237217,2.0069715855075523,0.7121397830430687,0.4088849332454174,0.5213327169660065,1.3459202837296647
ep_055_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,4866,17333,22199,0.2191990630208568,0.7808009369791432,0.2807361680032308,48,140,9.864364981504316,8.07707840535395,5,7,1.0275380189066994,0.4038539202676974,14,3,2.877106452938759,0.1730802515432989,4,14,0.8220304151253596,0.8077078405353949,1.7872865761503665,0.623684098639002,2.70402620139546,0.014322574589964665
ep_093_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,7472,14532,22004,0.3395746227958553,0.6604253772041447,0.5141756124415084,60,88,8.029978586723768,6.055601431323975,3,1,0.4014989293361884,0.0688136526286815,19,35,2.542826552462527,2.4084778420038533,12,12,1.6059957173447537,0.8257638315441783,1.974377155399793,0.3326852767075069,0.1343487104586738,0.7802318858005753
ep_253_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,3802,14709,18511,0.205391388903895,0.794608611096105,0.2584812019851791,14,151,3.682272488164124,10.265823645387178,5,19,1.3150973172014728,1.2917261540553402,10,2,2.6301946344029457,0.1359711741110884,3,4,0.7890583903208838,0.2719423482221769,-6.583551157223054,0.023371163146132634,2.4942234602918574,0.5171160420987069
ep_027_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,2974,10704,13678,0.2174294487498172,0.7825705512501828,0.2778400597907324,11,29,3.698722259583053,2.709267563527653,11,13,3.698722259583053,1.2144992526158445,3,8,1.008742434431742,0.7473841554559043,11,10,3.698722259583053,0.9342301943198804,0.9894546960553998,2.484223006967208,0.26135827897583763,2.7644920652631724
ep_142_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,3375,9101,12476,0.270519397242706,0.729480602757294,0.3708383694099549,18,135,5.333333333333333,14.833534776398198,1,6,0.2962962962962963,0.6592682122843643,2,12,0.5925925925925926,1.3185364245687283,5,26,1.4814814814814814,2.8568289198989123,-9.500201443064864,-0.362971915988068,-0.7259438319761358,-1.375347438417431
ep_149_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,2563,7645,10208,0.2510775862068966,0.7489224137931034,0.335251798561151,25,124,9.754194303550529,16.219751471550033,2,9,0.7803355442840422,1.1772400261608893,1,9,0.3901677721420211,1.1772400261608893,7,7,2.731174404994148,0.9156311314584696,-6.4655571679995045,-0.3969044818768471,-0.7870722540188682,1.8155432735356785
ep_312_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,1363,5673,7036,0.1937180216031836,0.8062819783968164,0.2402608848933544,9,29,6.603081438004402,5.111933721135202,1,44,0.7336757153338225,7.756037369998237,3,2,2.201027146001467,0.352547153181738,5,0,3.668378576669112,0.0,1.4911477168692002,-7.022361654664414,1.8484799928197293,3.668378576669112
ep_062_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,1928,10221,12149,0.1586961889867479,0.8413038110132521,0.1886312493885138,16,45,8.298755186721992,4.402700322864691,5,3,2.5933609958506225,0.293513354857646,1,0,0.5186721991701245,0.0,2,3,1.037344398340249,0.293513354857646,3.8960548638573016,2.2998476409929767,0.5186721991701245,0.743831043482603
ep_131_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1813,5771,7584,0.2390559071729957,0.7609440928270043,0.3141569918558309,9,59,4.964147821290678,10.223531450355225,2,3,1.1031439602868176,0.5198405822214521,6,1,3.309431880860452,0.1732801940738173,4,9,2.206287920573635,1.5595217466643565,-5.259383629064547,0.5833033780653655,3.136151686786635,0.6467661739092787
ep_009_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,2628,6603,9231,0.2846928826779331,0.715307117322067,0.3980009086778737,30,41,11.415525114155251,6.209298803574133,3,4,1.141552511415525,0.6057852491291837,5,22,1.9025875190258752,3.3318188702105105,6,6,2.28310502283105,0.9086778736937756,5.206226310581118,0.5357672622863412,-1.4292313511846353,1.3744271491372744
ep_127_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1067,10435,11502,0.0927664753955833,0.9072335246044166,0.102252036415908,5,41,4.686035613870665,3.9290848107331096,1,2,0.9372071227741332,0.191662673694298,5,2,4.686035613870665,0.191662673694298,0,9,0.0,0.8624820316243412,0.7569508031375554,0.7455444490798352,4.494372940176367,-0.8624820316243412
ep_303_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1447,4415,5862,0.2468440805185943,0.7531559194814057,0.3277463193657984,10,146,6.910850034554251,33.069082672706685,7,13,4.837595024187976,2.944507361268403,6,3,4.14651002073255,0.6795016987542468,0,3,0.0,0.6795016987542468,-26.158232638152434,1.8930876629195734,3.4670083219783034,-0.6795016987542468
ep_300_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1343,5549,6892,0.1948636099825885,0.8051363900174114,0.2420255901964318,6,22,4.467609828741623,3.964678320418093,3,1,2.233804914370812,0.1802126509280951,8,6,5.956813104988831,1.081275905568571,0,10,0.0,1.8021265092809515,0.5029315083235302,2.053592263442717,4.87553719942026,-1.8021265092809515
ep_061_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,5348,16501,21849,0.2447709277312462,0.7552290722687537,0.3241015696018423,42,34,7.853403141361256,2.0604811829586085,4,7,0.7479431563201197,0.424216714138537,15,4,2.804786836200449,0.2424095509363069,7,12,1.3089005235602096,0.7272286528089207,5.792921958402648,0.32372644218158264,2.5623772852641418,0.5816718707512889
ep_134_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,1701,10140,11841,0.1436534076513808,0.8563465923486192,0.1677514792899408,12,69,7.054673721340388,6.804733727810651,1,3,0.5878894767783657,0.2958579881656805,4,9,2.3515579071134627,0.8875739644970414,2,7,1.1757789535567311,0.6903353057199211,0.24993999352973706,0.2920314886126852,1.4639839426164212,0.48544364783681004
ep_199_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,5309,9057,14366,0.3695531115132953,0.6304468884867047,0.5861764381141659,32,35,6.027500470898475,3.864414265209231,21,8,3.955547184027124,0.8832946891906812,8,0,1.506875117724619,0.0,4,9,0.7534375588623093,0.9937065253395164,2.1630862056892437,3.0722524948364427,1.506875117724619,-0.24026896647720708
ep_017_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,7907,14090,21997,0.3594581079238078,0.6405418920761922,0.5611781405251952,80,263,10.117617301125586,18.665720369056068,10,25,1.2647021626406982,1.7743080198722496,28,19,3.541166055393955,1.3484740951029095,11,24,1.391172378904768,1.7033356990773598,-8.548103067930482,-0.5096058572315514,2.1926919602910453,-0.31216332017259174
ep_034_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,1383,6715,8098,0.1707829093603358,0.8292170906396641,0.2059568131049888,3,13,2.169197396963124,1.9359642591213704,0,0,0.0,0.0,8,3,5.784526391901663,0.4467609828741623,1,10,0.7230657989877078,1.4892032762472078,0.2332331378417538,0.0,5.337765409027501,-0.7661374772595
ep_039_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,10249,16680,26929,0.3805934123064354,0.6194065876935646,0.6144484412470024,94,114,9.171626500146356,6.834532374100719,17,44,1.6586984096009365,2.6378896882494005,2,5,0.195140989364816,0.2997601918465227,14,19,1.3659869255537125,1.1390887290167866,2.3370941260456375,-0.979191278648464,-0.1046192024817067,0.2268981965369259
ep_279_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,2465,1290,3755,0.6564580559254327,0.3435419440745672,1.9108527131782944,11,7,4.462474645030426,5.426356589147287,1,1,0.4056795131845842,0.7751937984496124,2,0,0.8113590263691683,0.0,3,0,1.2170385395537524,0.0,-0.9638819441168609,-0.3695142852650283,0.8113590263691683,1.2170385395537524
ep_218_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,2462,7496,9958,0.2472384012853986,0.7527615987146014,0.3284418356456777,4,11,1.6246953696181965,1.4674493062966916,0,3,0.0,0.400213447171825,3,2,1.2185215272136476,0.2668089647812167,1,0,0.4061738424045491,0.0,0.15724606332150493,-0.400213447171825,0.951712562432431,0.4061738424045491
ep_346_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1624,4268,5892,0.2756279701289885,0.7243720298710116,0.380506091846298,10,51,6.157635467980296,11.949390815370196,4,5,2.4630541871921183,1.1715089034676662,11,1,6.773399014778326,0.2343017806935332,4,10,2.4630541871921183,2.3430178069353325,-5.791755347389899,1.291545283724452,6.539097234084792,0.12003638025678587
ep_299_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,3068,14613,17681,0.1735195973078445,0.8264804026921554,0.2099500444809416,25,134,8.148631029986962,9.169917197016357,8,9,2.607561929595828,0.6158899609936358,4,12,1.303780964797914,0.821186614658181,1,12,0.3259452411994785,0.821186614658181,-1.0212861670293947,1.991671968602192,0.48259435013973295,-0.4952413734587025
ep_121_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,2820,8263,11083,0.2544437426689525,0.7455562573310476,0.3412804066319738,20,89,7.092198581560283,10.770906450441728,2,6,0.7092198581560284,0.7261285247488806,3,6,1.0638297872340423,0.7261285247488806,8,4,2.8368794326241136,0.4840856831659204,-3.678707868881445,-0.016908666592852173,0.33770126248516175,2.3527937494581934
ep_013_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1738,6579,8317,0.20896958037754,0.79103041962246,0.2641738866089071,14,50,8.05523590333717,7.5999392004863955,5,6,2.8768699654775607,0.9119927040583676,5,2,2.8768699654775607,0.3039975680194558,1,4,0.5753739930955121,0.6079951360389116,0.4552967028507746,1.964877261419193,2.572872397458105,-0.03262114294339957
ep_315_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,1429,5803,7232,0.1975940265486725,0.8024059734513275,0.2462519386524211,12,74,8.397480755773268,12.75202481475099,3,6,2.099370188943317,1.033947957952783,3,3,2.099370188943317,0.5169739789763915,2,14,1.3995801259622112,2.41254523522316,-4.354544058977723,1.065422230990534,1.5823962099669253,-1.0129651092609486
ep_103_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,5375,5859,11234,0.478458251735802,0.521541748264198,0.9173920464243044,60,45,11.16279069767442,7.680491551459293,3,9,0.5581395348837209,1.5360983102918586,11,10,2.046511627906977,1.7067759003242873,8,2,1.4883720930232558,0.3413551800648575,3.4822991462151274,-0.9779587754081377,0.33973572758268955,1.1470169129583982
ep_088_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,3899,3145,7044,0.5535207268597387,0.4464792731402612,1.239745627980922,30,107,7.694280584765324,34.02225755166931,11,3,2.821236214413952,0.9538950715421304,7,1,1.7953321364452424,0.3179650238473768,10,14,2.5647601949217744,4.451510333863276,-26.32797696690399,1.8673411428718214,1.4773671125978656,-1.886750138941502
ep_052_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,1990,6405,8395,0.2370458606313281,0.7629541393686718,0.3106947697111631,8,15,4.020100502512563,2.34192037470726,3,3,1.507537688442211,0.468384074941452,0,1,0.0,0.156128024980484,0,3,0.0,0.468384074941452,1.6781801278053035,1.0391536135007589,-0.156128024980484,-0.468384074941452
ep_148_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1853,7412,9265,0.2,0.8,0.25,11,86,5.936319481921209,11.602806260118728,5,5,2.698327037236913,0.6745817593092283,3,5,1.618996222342148,0.6745817593092283,5,13,2.698327037236913,1.7539125742039934,-5.666486778197519,2.0237452779276848,0.9444144630329196,0.9444144630329196
ep_223_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,3257,6192,9449,0.3446925600592655,0.6553074399407345,0.526001291989664,15,28,4.60546515198035,4.521963824289405,3,19,0.92109303039607,3.0684754521963824,4,0,1.228124040528093,0.0,3,14,0.92109303039607,2.2609819121447026,0.08350132769094465,-2.1473824218003124,1.228124040528093,-1.3398888817486325
ep_200_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,4255,9342,13597,0.3129366772082076,0.6870633227917923,0.4554699207878399,15,29,3.5252643948296125,3.104260329693856,2,12,0.4700352526439483,1.2845215157353884,6,3,1.410105757931845,0.3211303789338471,1,6,0.2350176263219741,0.6422607578676942,0.4210040651357567,-0.8144862630914401,1.088975378997998,-0.4072431315457201
ep_137_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1704,9994,11698,0.1456659257992819,0.854334074200718,0.1705023013808285,7,38,4.107981220657277,3.802281368821293,1,26,0.5868544600938967,2.601560936561937,11,1,6.455399061032864,0.1000600360216129,5,11,2.9342723004694835,1.1006603962377428,0.30569985183598414,-2.0147064764680405,6.355339025011251,1.8336119042317407
ep_317_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,1106,5065,6171,0.1792254091719332,0.8207745908280668,0.2183613030602171,1,16,0.9041591320072332,3.1589338598223096,1,4,0.9041591320072332,0.7897334649555774,6,4,5.424954792043399,0.7897334649555774,1,1,0.9041591320072332,0.1974333662388943,-2.2547747278150765,0.1144256670516558,4.635221327087822,0.7067257657683389
ep_120_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,1972,9653,11625,0.1696344086021505,0.8303655913978495,0.2042888221278359,10,148,5.070993914807302,15.332021133326428,0,10,0.0,1.0359473738734073,5,10,2.535496957403651,1.0359473738734073,3,17,1.5212981744421907,1.7611105355847922,-10.261027218519125,-1.0359473738734073,1.499549583530244,-0.23981236114260152
ep_126_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,2786,10814,13600,0.2048529411764706,0.7951470588235294,0.2576289994451636,22,83,7.896625987078248,7.675235805437397,1,7,0.3589375448671931,0.6473090438320696,8,14,2.871500358937545,1.294618087664139,4,21,1.4357501794687726,1.9419271314962083,0.22139018164085122,-0.28837149896487646,1.576882271273406,-0.5061769520274357
ep_228_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1205,5594,6799,0.1772319458743932,0.8227680541256067,0.2154093671791205,6,62,4.979253112033195,11.083303539506614,4,0,3.3195020746887964,0.0,1,7,0.8298755186721991,1.2513407222023596,1,21,0.8298755186721991,3.754022166607079,-6.104050427473419,3.3195020746887964,-0.4214652035301605,-2.9241466479348803
ep_351_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1176,14336,15512,0.075812274368231,0.924187725631769,0.08203125,4,7,3.401360544217687,0.48828125,1,4,0.8503401360544217,0.2790178571428571,11,8,9.35374149659864,0.5580357142857143,0,10,0.0,0.6975446428571429,2.913079294217687,0.5713222789115646,8.795705782312927,-0.6975446428571429
ep_350_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,2868,8635,11503,0.2493262627140746,0.7506737372859255,0.3321366531557614,17,85,5.927475592747559,9.843659525188189,4,3,1.3947001394700138,0.347423277359583,4,4,1.3947001394700138,0.4632310364794441,2,18,0.6973500697350069,2.0845396641574983,-3.91618393244063,1.0472768621104307,0.9314691029905697,-1.3871895944224915
ep_236_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,2390,11053,13443,0.1777876961987651,0.8222123038012349,0.2162308875418438,3,17,1.2552301255230125,1.538043969962906,3,4,1.2552301255230125,0.3618926988148014,9,7,3.7656903765690375,0.6333122229259025,4,7,1.6736401673640169,0.6333122229259025,-0.28281384443989355,0.893337426708211,3.1323781536431348,1.0403279444381144
ep_085_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,4337,8139,12476,0.3476274446938121,0.6523725553061879,0.5328664455092763,40,145,9.222965183306432,17.815456444280624,4,8,0.9222965183306432,0.982921734856862,5,10,1.152870647913304,1.2286521685710774,4,26,0.9222965183306432,3.1944956382848018,-8.592491260974192,-0.06062521652621877,-0.07578152065777344,-2.2721991199541587
ep_015_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,2081,10323,12404,0.1677684617865204,0.8322315382134795,0.2015886854596532,19,82,9.13022585295531,7.943427298266008,1,5,0.4805382027871216,0.4843553230650005,6,8,2.883229216722729,0.7749685169040007,2,16,0.9610764055742432,1.5499370338080014,1.1867985546893012,-0.0038171202778788937,2.1082606998187283,-0.5888606282337582
ep_157_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,1723,15713,17436,0.0988185363615508,0.9011814636384492,0.1096544262712403,14,161,8.12536273940801,10.246292878508244,2,33,1.1607661056297156,2.10017183224082,4,0,2.321532211259431,0.0,3,58,1.7411491584445735,3.6912110990899256,-2.120930139100235,-0.9394057266111042,2.321532211259431,-1.950061940645352
ep_334_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,1556,6825,8381,0.1856580360338861,0.8143419639661138,0.2279853479853479,6,79,3.8560411311053984,11.575091575091577,1,1,0.6426735218508997,0.1465201465201465,3,4,1.9280205655526992,0.5860805860805861,7,15,4.4987146529562985,2.197802197802198,-7.719050443986179,0.49615337533075315,1.3419399794721132,2.3009124551541005
